id,pid,mvir,rvir,rs,xoff,voff,x,y,z,x0,v0,cvir,spin,q,vvir,t/|u|,eta,phi_l,gamma_tdyn,tdyn,scale_of_last_mm,rs_klypin
3058442322,-1,1074999984128.0,212.0070037841797,29.51300048828125,7.182549953460693,14.649999618530273,10.2041597366333,7.499060153961182,10.471920013427734,0.033878833055496216,0.09921050071716309,7.183512210845947,0.025210000574588776,0.5961500406265259,147.6658172607422,0.5789999961853027,1.1579999923706055,1.2472515106201172,-40.869998931884766,2809891649.189991,0.30630001425743103,26.06399917602539
3058442762,-1,1109000060928.0,214.17999267578125,134.33599853515625,45.01860046386719,14.390000343322754,17.632579803466797,9.170829772949219,10.490639686584473,0.21019050478935242,0.09643477946519852,1.5943603515625,0.042169999331235886,0.4696199893951416,149.22003173828125,0.9290000200271606,1.8580000400543213,1.2780780792236328,288.29998779296875,2809124885.305019,0.9283000230789185,55.816898345947266
3058442825,-1,1001000009728.0,207.0449981689453,16.42099952697754,4.6841301918029785,6.21999979019165,29.243629455566406,6.4083099365234375,8.083999633789062,0.022623730823397636,0.04313748702406883,12.608550071716309,0.04495999962091446,0.7240700125694275,144.19012451171875,0.5633999705314636,1.1267999410629272,1.4973961114883423,40.130001068115234,2810273260.629723,0.14429999887943268,15.663900375366211
3058442893,-1,1376999964672.0,230.2310028076172,15.668999671936035,1.7864700555801392,7.590000152587891,9.325030326843262,3.5039000511169434,9.083620071411133,0.007759467698633671,0.04732666537165642,14.693408012390137,0.03263000026345253,0.7666400074958801,160.3747100830078,0.5311999917030334,1.062399983406067,0.9261159896850586,17.450000762939453,2809617902.225729,0.19830000400543213,17.470500946044922
3058442918,-1,1318999949312.0,226.95599365234375,28.145999908447266,9.338600158691406,18.920000076293945,17.42190933227539,11.991230010986328,10.502510070800781,0.04114718362689018,0.11967922002077103,8.063526153564453,0.0681300014257431,0.6248800158500671,158.08926391601562,0.5730000138282776,1.1460000276565552,1.0136160850524902,83.25,2809691173.801238,0.47429999709129333,29.42460060119629
3058442941,-1,1221000036352.0,221.20599365234375,27.9060001373291,4.633600234985352,8.550000190734863,22.55923080444336,6.286330223083496,9.39955997467041,0.020946992561221123,0.05549526587128639,7.926825523376465,0.05779999867081642,0.8585200309753418,154.06719970703125,0.579800009727478,1.159600019454956,1.36968994140625,62.29999923706055,2809997879.355227,0.5382999777793884,27.362499237060547
3058443064,-1,1160999993344.0,217.5240020751953,39.145999908447266,14.688799858093262,9.710000038146973,3.5500800609588623,12.208259582519531,2.297110080718994,0.06752725690603256,0.06409231573343277,5.556736469268799,0.016780000180006027,0.736335039138794,151.50022888183594,0.5916000008583069,1.1832000017166138,1.975299596786499,-0.9944999814033508,2810044184.811868,0.5982999801635742,39.3031005859375
3058443117,-1,1054999969792.0,210.6909942626953,24.73200035095215,5.239999771118164,5.309999942779541,27.55459976196289,17.813390731811523,4.133150100708008,0.02487054467201233,0.036185987293720245,8.518962860107422,0.05245000123977661,0.7475600242614746,146.74188232421875,0.5523999929428101,1.1047999858856201,0.7937043309211731,44.86000061035156,2810031655.100071,0.2883000075817108,25.62779998779297
3058443131,-1,1110000009216.0,214.2760009765625,12.736000061035156,3.903059959411621,8.960000038146973,23.661500930786133,10.410860061645508,9.234169960021973,0.018215104937553406,0.0600319467484951,16.824434280395508,0.004019999876618385,0.7322800159454346,149.2538604736328,0.5382000207901001,1.0764000415802002,1.7998775243759155,34.88999938964844,2809747285.1192856,0.1923000067472458,15.0068998336792
3058453249,-1,1150000037888.0,216.82400512695312,17.160999298095703,5.83473014831543,18.389999389648438,10.981060028076172,21.28696060180664,14.830269813537598,0.026909982785582542,0.12176869809627533,12.634696006774902,0.03990999981760979,0.7147350311279297,151.02403259277344,0.5496000051498413,1.0992000102996826,1.4539016485214233,18.440000534057617,2809833631.1766696,0.10830000042915344,16.67919921875
3058453991,-1,1526999941120.0,238.322998046875,16.476999282836914,2.3489599227905273,6.840000152587891,10.831939697265625,13.056400299072266,12.914970397949219,0.009856203570961952,0.041206784546375275,14.463980674743652,0.028470000252127647,0.7895900011062622,165.99208068847656,0.5357999801635742,1.0715999603271484,1.6922823190689087,37.88999938964844,2809945581.427726,0.24629999697208405,15.945500373840332
3058455262,-1,1581999980544.0,241.14599609375,21.676000595092773,9.707030296325684,10.25,10.397310256958008,18.193910598754883,14.988739967346191,0.04025374725461006,0.06102529168128967,11.125022888183594,0.014440000057220459,0.7820000052452087,167.96315002441406,0.5824000239372253,1.1648000478744507,1.9729254245758057,18.940000534057617,2809864138.301045,0.18029999732971191,21.67620086669922
3058455403,-1,1310000021504.0,226.44700622558594,29.545000076293945,6.630589962005615,12.600000381469727,15.525690078735352,28.966020584106445,12.425689697265625,0.029280979186296463,0.07988540083169937,7.664478302001953,0.034619998186826706,0.8083900213241577,157.7259521484375,0.6087999939918518,1.2175999879837036,2.465198278427124,47.349998474121094,2809847250.428623,0.3122999966144562,29.091400146484375
