id,upid,mvir,rvir,rs,xoff,voff,x,y,z,x0,v0,cvir,spin,q,vvir,t/|u|,eta,phi_l,gamma_tdyn,tdyn
3058440766,-1,152400003072.0,110.53700256347656,1.6410000324249268,3.570319890975952,5.659999847412109,26.17384910583496,13.563159942626953,5.686709880828857,0.032299771904945374,0.07350671291351318,67.35953521728516,0.010080000385642052,0.8747199773788452,76.99977111816406,0.5220000147819519,1.0440000295639038,2.016465425491333,-10.520000457763672,2809554981.281705
3058441579,-1,158200004608.0,111.93699645996094,12.440999984741211,19.225200653076172,38.43000030517578,23.621200561523438,3.5053999423980713,9.710049629211426,0.17175018787384033,0.4929502606391907,8.997427940368652,0.10575000196695328,0.3960849940776825,77.95918273925781,0.8069999814033508,1.6139999628067017,1.5814123153686523,30.350000381469727,2810125355.5535097
3058443198,-1,162700001280.0,112.98699951171875,13.496000289916992,7.437580108642578,12.640000343322754,22.22126007080078,8.044790267944336,9.338850021362305,0.06582686305046082,0.16062632203102112,8.371888160705566,0.057920001447200775,0.8815549612045288,78.69196319580078,0.6110000014305115,1.222000002861023,1.8864896297454834,9.822999954223633,2810071968.085853
3058443233,-1,153700007936.0,110.86599731445312,14.572999954223633,3.245490074157715,4.420000076293945,29.323190689086914,17.398469924926758,6.92464017868042,0.02927399054169655,0.05724449083209038,7.607630252838135,0.05590999871492386,0.7963899970054626,77.2126693725586,0.5956000089645386,1.1912000179290771,1.9053149223327637,9.918000221252441,2810147418.7416744
3058443921,-1,143500001280.0,108.35199737548828,18.94700050354004,5.365869998931885,4.760000228881836,27.697799682617188,11.55718994140625,7.139060020446777,0.04952257499098778,0.06307374686002731,5.718688488006592,0.061810001730918884,0.7199400067329407,75.46721649169922,0.5920000076293945,1.184000015258789,1.4791626930236816,-2.734999895095825,2809945309.042687
3058443943,-1,150199992320.0,110.00700378417969,6.335000038146973,1.6294900178909302,11.420000076293945,18.375749588012695,9.3720703125,10.883319854736328,0.014812602661550045,0.1490357518196106,17.364957809448242,0.025299999862909317,0.838254988193512,76.62590789794922,0.5090000033378601,1.0180000066757202,0.7665220499038696,-2.2939999103546143,2809726311.4712777
3058443960,-1,153700007936.0,110.86599731445312,6.685999870300293,1.6979299783706665,8.050000190734863,23.89702033996582,16.77992057800293,9.607540130615234,0.015315155498683453,0.1042575016617775,16.581811904907227,0.038419999182224274,0.8547350168228149,77.2126693725586,0.5321999788284302,1.0643999576568604,1.0855239629745483,0.498199999332428,2810147418.7416744
3058443979,-1,154599997440.0,111.06199645996094,9.34000015258789,1.0104199647903442,8.34000015258789,4.884210109710693,7.175370216369629,6.853010177612305,0.009097801521420479,0.1077936664223671,11.891005516052246,0.05260999873280525,0.6935299634933472,77.37004089355469,0.5440000295639038,1.0880000591278076,1.3224482536315918,-2.0420000553131104,2809389371.1779523
3058444007,-1,153499992064.0,110.80000305175781,10.998000144958496,2.143160104751587,6.809999942779541,6.286499977111816,2.295609951019287,1.8418200016021729,0.01934259943664074,0.08822912722826004,10.074559211730957,0.05751999840140343,0.846809983253479,77.18539428710938,0.5194000005722046,1.0388000011444092,1.6268795728683472,1.8450000286102295,2809467000.9140863
3058444031,-1,144899997696.0,108.69400024414062,29.170000076293945,16.677400588989258,10.970000267028809,28.843690872192383,15.256420135498047,0.5993499755859375,0.1534344106912613,0.14488531649112701,3.7262256145477295,0.030060000717639923,0.5678049921989441,75.71505737304688,0.5879999995231628,1.1759999990463257,1.0495550632476807,0.49869999289512634,2809587939.871432
3058444047,-1,146899992576.0,109.2030029296875,5.645999908447266,3.9120099544525146,7.420000076293945,7.538249969482422,0.059379998594522476,3.4010000228881836,0.0358232818543911,0.09755722433328629,19.341659545898438,0.051920000463724136,0.8358700275421143,76.05792236328125,0.5134000182151794,1.0268000364303589,1.487235188484192,1.7450000047683716,2810019942.543391
3058444056,-1,143100002304.0,108.2490005493164,12.682999610900879,2.2527201175689697,6.960000038146973,2.918989896774292,9.922750473022461,7.4679999351501465,0.02081053890287876,0.09231038391590118,8.534968376159668,0.020160000771284103,0.7702800035476685,75.3978042602539,0.5325999855995178,1.0651999711990356,0.8838083148002625,4.934999942779541,2809858962.985303
3058444067,-1,148999995392.0,109.70700073242188,4.589000225067139,2.952359914779663,9.489999771118164,7.0057902336120605,2.8042099475860596,5.402510166168213,0.02691131830215454,0.1241764947772026,23.90651512145996,0.022369999438524246,0.8572399616241455,76.42347717285156,0.5027999877929688,1.0055999755859375,1.7142820358276367,1.6460000276565552,2809485795.481782
